Date,Payee,Address,Amount,Account,Month,Cleaned Vendor,Category,Type
01/28/2025,Debit Card Purchase 01/24 11:19p #2969 MAYFAIT LIQUORSWASHINGTONDC 25025,,-23.24,Citi Checking 5060,2025-01,Debit Card Purchase 01/24 11:19P #2969 M,Other,Expense
01/28/2025,Mobile Purchase Sign Based 01/25 02:32p #2969 D8212 POPEYES 14713CENTRAL VALLE NY 25,,-6.47,Citi Checking 5060,2025-01,Popeyes,Food & Dining,Expense
01/28/2025,Mobile Purchase Sign Based 01/24 08:22a #2969 D6763 Peacock 44C48 PremiumNew YorkNY 25,,-2.11,Citi Checking 5060,2025-01,Mobile Purchase Sign Based 01/24 08:22A ,Other,Expense
01/28/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-25,Citi Checking 5060,2025-01,Fanatics Sportsbook,Gambling,Expense
01/28/2025,Instant Payment Credit Fanatics Sportsbook Credit 20250127021214273P1BLY4362145291539 REMT N,,100,Citi Checking 5060,2025-01,Fanatics Sportsbook,Gambling,Income
01/28/2025,Mobile Purchase Sign Based 01/25 10:43p #2969 D8212 McDonalds 22200OSWEGONY 25,,-7.88,Citi Checking 5060,2025-01,McDonald's,Food & Dining,Expense
01/29/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-25,Citi Checking 5060,2025-01,Fanatics Sportsbook,Gambling,Expense
01/29/2025,Zelle Debit PAY ID:CTIsprbxpYbi ORG ID:JPM NAME:JOSHUA LLANO,,-20,Citi Checking 5060,2025-01,Zelle (Sent),Transfers,Expense
01/29/2025,Debit Card Purchase 01/25 11:43a #2969 FOOTPRINTS CAFE INCBROOKLYNNY 25028,,-19.54,Citi Checking 5060,2025-01,Debit Card Purchase 01/25 11:43A #2969 F,Other,Expense
01/29/2025,Mobile Purchase Sign Based 01/26 06:26p #2969 D8212 McDonalds 22200OSWEGONY 25,,-8.19,Citi Checking 5060,2025-01,McDonald's,Food & Dining,Expense
01/30/2025,DEBIT CARD TRANSFER CREDIT APPLE CASH INST XFER CUPERTINOCAUS06265,,64.02,Citi Checking 5060,2025-01,Apple Cash (Received),Income,Income
01/30/2025,Zelle Credit PAY ID:BACxdsqol13x ORG ID:BAC NAME:EDEN ABEBE,,100,Citi Checking 5060,2025-01,Zelle (Received),Income,Income
02/03/2025,Debit Card Purchase 01/30 09:27a #2969 SYRACUSE AIRPORT SYRACUSENY 25031,,-8.93,Citi Checking 5060,2025-02,Debit Card Purchase 01/30 09:27A #2969 S,Other,Expense
02/03/2025,Zelle Debit PAY ID:CTIT5biwvFg6 ORG ID:TDP NAME:KALEB TSEGAY,,-40,Citi Checking 5060,2025-02,Zelle (Sent),Transfers,Expense
02/03/2025,TD ZELLE SENT 503400D0BPPV Zelle AMSALE BELETE,,-100,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/03/2025,TD ZELLE RECEIVED 503400K0LE4U Zelle AMSALE BELETE,,100,TD Bank 4317,2025-02,Zelle (Received),Income,Income
02/03/2025,TD ZELLE RECEIVED 503200A006KN Zelle EJAAZ KEREM,,30,TD Bank 4317,2025-02,Zelle (Received),Income,Income
02/03/2025,Mobile Purchase Sign Based 01/30 09:17p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-55,Citi Checking 5060,2025-02,Apple Cash (Sent),Transfers,Expense
02/03/2025,"Cash Withdrawal 02/01 01:37p #2969 Non Citi ATM BANSI,S.A. CANCUN",,-64.95,Citi Checking 5060,2025-02,ATM Withdrawal,Cash & ATM,Expense
02/03/2025,Zelle Credit PAY ID:BACpi03nklrc ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-02,Zelle (Received),Income,Income
02/04/2025,Mobile Purchase PIN Based D8212 FULTON CITGO FULTON NYUS07,,-3.5,Citi Checking 5060,2025-02,Mobile Purchase Pin Based D8212 Fulton Citgo Fulton Nyus07,Other,Expense
02/04/2025,Debit Card Purchase 01/30 #2969 UA INFLT01644688758952 HOUSTON TX 25032,,-9,Citi Checking 5060,2025-02,Ua Inflt01644688758952 Houston,Other,Expense
02/04/2025,Foreign Transaction Fee MERPAGO*MARYSOUVENIRSCIUDAD DE MEX MEX25032,,-1.47,Citi Checking 5060,2025-02,Foreign Transaction Fee Merpago*Marysouvenirsciudad De Mex Mex25032,Other,Expense
02/04/2025,Debit Card Purchase 01/30 05:06p #2969 UA INFLT01644688758941 HOUSTON TX 25032,,-11,Citi Checking 5060,2025-02,Debit Card Purchase 01/30 05:06P #2969 U,Other,Expense
02/04/2025,Mobile Purchase Sign Based 01/31 08:51p #2969 D8212 MERPAGO*MARYSOUVENIRSCIUDAD DE MEX MEX25,,-49.01,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 01/31 08:51P ,Other,Expense
02/05/2025,Fee for Non-Citibank ATM use,,-2.5,Citi Checking 5060,2025-02,ATM Fee,Bank Fees,Expense
02/05/2025,Mobile Purchase Sign Based 02/03 08:21p #2969 D8212 PANDA EXPRESS 2613 NEW YORKNY 25,,-15.13,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/03 08:21P ,Other,Expense
02/05/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-20,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/05/2025,Debit Card Purchase 02/03 12:53a #2969 EXXON JOE'S KWIK MARTS NORTH SYRACUS NY 25035,,-20.31,Citi Checking 5060,2025-02,Debit Card Purchase 02/03 12:53A #2969 E,Other,Expense
02/06/2025,Mobile Purchase Sign Based 02/03 11:43p #2969 D8212 BURGER KING #17002 Q07 GOULDSBOROPA 25,,-11.33,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/03 11:43P ,Other,Expense
02/06/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-02,Transfer to Savings,Transfers,Expense
02/06/2025,Mobile Purchase Sign Based 02/03 09:13p #2969 D8212 GARDENIA DELINEW YORKNY 25,,-5.2,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/03 09:13P ,Other,Expense
02/06/2025,Mobile Purchase Sign Based 02/03 09:05p #2969 D8212 9TH AVE TOBACCOSMOKE NEW YORKNY 25,,-5.99,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/03 09:05P ,Other,Expense
02/07/2025,Mobile Purchase Sign Based 02/06 02:29a #2969 D8212 APPLE.COM/BILL 866-712-7753CA 25,,-2.99,Citi Checking 5060,2025-02,Apple Subscriptions,Subscriptions,Expense
02/07/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-10,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/07/2025,Instant Payment Credit Fanatics Sportsbook Credit 20250207021214273P1BIO3053611349781 REMT N,,100,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Income
02/07/2025,Mobile Deposit,,217.61,Citi Checking 5060,2025-02,Mobile Deposit,Income,Income
02/10/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-15,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/10/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-25,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/10/2025,TD ZELLE RECEIVED 504000G0G24I Zelle BIRHANU GEBIREMES,,200,TD Bank 4317,2025-02,Zelle (Received),Income,Income
02/11/2025,TD ZELLE SENT 504200C0K8ON Zelle EJAAZ KEREM,,-200,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/11/2025,Zelle Credit PAY ID:BACo6z49491k ORG ID:BAC NAME:EJAAZ KEREM,,200,Citi Checking 5060,2025-02,Zelle (Received),Income,Income
02/11/2025,Debit Card Purchase 02/07 03:39p #2969 AWX*OddsJamhttps://oddsj VA 25039,,-211.99,Citi Checking 5060,2025-02,OddsJam,Gambling,Expense
02/11/2025,Mobile Purchase Sign Based 02/07 05:23p #2969 D8212 TULLY'S GOOD TIMES OSWEGONY 25,,-15.11,Citi Checking 5060,2025-02,Tully's,Food & Dining,Expense
02/11/2025,Returned Insufficient Funds - ACH Txn,,15,Citi Checking 5060,2025-02,NSF Fee,Bank Fees,Income
02/12/2025,Debit Card Purchase Adjustment AWX*OddsJam,,211.99,Citi Checking 5060,2025-02,OddsJam,Gambling,Income
02/12/2025,ACH Electronic Debit - BANK OF AMERICAPayment,,-200,Citi Checking 5060,2025-02,Bank of America (Payment),Debt Payments,Expense
02/12/2025,TD ZELLE SENT 504300A02TNO Zelle JOSHUA LLANOS,,-35,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/13/2025,Debit Card Purchase Return 02/12 #2969 AWX*OddsJamhttps://oddsj VA 25043,,211.99,Citi Checking 5060,2025-02,OddsJam,Gambling,Income
02/14/2025,ACH Electronic Debit - DISCOVER PHONE PAY,,-197,Citi Checking 5060,2025-02,Discover (Payment),Debt Payments,Expense
02/14/2025,ACH Electronic Debit - Fanatics SptsBkRETURN FEE Trustly,,-15,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/14/2025,ACH Electronic Debit - Fanatics SptsBkRETRY PYMT,,-15,Citi Checking 5060,2025-02,Fanatics Sportsbook,Gambling,Expense
02/18/2025,Returned Insufficient Funds - ACH Txn,,197,Citi Checking 5060,2025-02,NSF Fee,Bank Fees,Income
02/18/2025,Mobile Purchase PIN Based D8212 BYRNE DAI 97 E BRIDGEOSWEGO NYUS07,,-19.07,Citi Checking 5060,2025-02,Byrne Dairy,Food & Dining,Expense
02/18/2025,Mobile Purchase PIN Based D8212 BYRNE DAI 97 E BRIDGEOSWEGO NYUS07,,-7.75,Citi Checking 5060,2025-02,Byrne Dairy,Food & Dining,Expense
02/18/2025,Mobile Purchase PIN Based D8212 BYRNE DAI 97 E BRIDGEOSWEGO NYUS07,,-3.23,Citi Checking 5060,2025-02,Byrne Dairy,Food & Dining,Expense
02/18/2025,Mobile Purchase PIN Based D8212 BYRNE DAI 97 E BRIDGEOSWEGO NYUS07,,-1.39,Citi Checking 5060,2025-02,Byrne Dairy,Food & Dining,Expense
02/19/2025,Mobile Purchase Sign Based 02/14 03:27p #2969 PP*P341036B9B4029357733NY 25046,,-6.35,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/14 03:27P ,Other,Expense
02/19/2025,ACH Electronic Debit - DISCOVER PHONE PAY,,-59.76,Citi Checking 5060,2025-02,Discover (Payment),Debt Payments,Expense
02/19/2025,Mobile Purchase Sign Based 02/15 12:54p #2969 D8212 APPLE.COM/BILL 866-712-7753CA 25,,-21.59,Citi Checking 5060,2025-02,Apple Subscriptions,Subscriptions,Expense
02/20/2025,ACH Electronic Debit - DISCOVER RETRY PYMT,,-197,Citi Checking 5060,2025-02,Discover (Payment),Debt Payments,Expense
02/21/2025,Returned Insufficient Funds - ACH Txn,,197,Citi Checking 5060,2025-02,NSF Fee,Bank Fees,Income
02/24/2025,TD ZELLE RECEIVED 505400L0H6HH Zelle BIRHANU GEBIREMES,,150,TD Bank 4317,2025-02,Zelle (Received),Income,Income
02/24/2025,Mobile Purchase PIN Based D8212 BYRNE DAI 97 E BRIDGEOSWEGO NYUS07,,-4.62,Citi Checking 5060,2025-02,Byrne Dairy,Food & Dining,Expense
02/25/2025,Debit Card Purchase 02/23 12:51a #2969 ALLEY CATOSWEGONY 25055,,-5,Citi Checking 5060,2025-02,Alley Cat (Bar),Nightlife,Expense
02/25/2025,Debit Card Purchase 02/22 01:44a #2969 VENMO*SAM CITARELL 8558124430NY 25054,,-20,Citi Checking 5060,2025-02,Venmo,Transfers,Expense
02/25/2025,Debit Card Purchase 02/23 01:58a #2969 CAM S PIZZA OSWEGO OSWEGONY 25055,,-11.7,Citi Checking 5060,2025-02,Cam's Pizza,Food & Dining,Expense
02/25/2025,BANK OF AMERICA ONLINE PMT,,-35,TD Bank 4317,2025-02,Bank of America (Payment),Debt Payments,Expense
02/25/2025,Debit Card Purchase 02/23 01:24a #2969 ALLEY CATOSWEGONY 25055,,-8,Citi Checking 5060,2025-02,Alley Cat (Bar),Nightlife,Expense
02/25/2025,Debit Card Purchase 02/23 02:18a #2969 CAM S PIZZA OSWEGO OSWEGONY 25055,,-7.53,Citi Checking 5060,2025-02,Cam's Pizza,Food & Dining,Expense
02/25/2025,Debit Card Purchase 02/22 11:43p #2969 VENMO*DANIEL FARRELL 8558124430NY 25054,,-5,Citi Checking 5060,2025-02,Venmo,Transfers,Expense
02/26/2025,Debit Card Purchase 02/08 #2969 REVERSE AWX*OddsJamhttps://o25039,,-211.99,Citi Checking 5060,2025-02,OddsJam,Gambling,Expense
02/26/2025,Mobile Purchase Sign Based 02/24 11:41p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-34.42,Citi Checking 5060,2025-02,Apple Cash (Sent),Transfers,Expense
02/26/2025,Mobile Purchase Sign Based 02/24 08:05a #2969 D6763 Peacock D987E PremiumNew YorkNY 25,,-2.11,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/24 08:05A ,Other,Expense
02/27/2025,Debit Card Purchase 02/25 #2969 CTLP*American Food and LIVERPOOL AR 25057,,-3.2,Citi Checking 5060,2025-02,Vending Machine,Groceries,Expense
02/27/2025,Mobile Purchase Sign Based 02/25 05:49p #2969 D8212 UNDERDOG SPORTS INCBROOKLYNNY 25,,-100,Citi Checking 5060,2025-02,Mobile Purchase Sign Based 02/25 05:49P ,Other,Expense
02/28/2025,CITIBK CK WEBXFR TRANSFER,,-100,TD Bank 4317,2025-02,Internal Transfer,Transfers,Expense
02/28/2025,CITIBK CK WEBXFR TRANSFER,,-15,TD Bank 4317,2025-02,Internal Transfer,Transfers,Expense
02/28/2025,TD ZELLE SENT 505900K0BF6E Zelle DENIZHAN CITIROGLU,,-15,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/28/2025,TD ZELLE SENT 505900E06KMB Zelle EJAAZ KEREM,,-50,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/28/2025,TD ZELLE SENT 505800M05W3F Zelle NICHOLAS FIORIO,,-5,TD Bank 4317,2025-02,Zelle (Sent),Transfers,Expense
02/28/2025,DEBIT CARD TRANSFER CREDIT APPLE CASH INST XFER CUPERTINOCAUS06265,,49.25,Citi Checking 5060,2025-02,Apple Cash (Received),Income,Income
03/03/2025,Zelle Credit PAY ID:BACrque17a3j ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/03/2025,DEBIT CARD TRANSFER CREDIT APPLE CASH INST XFER CUPERTINOCAUS06265,,98.5,Citi Checking 5060,2025-03,Apple Cash (Received),Income,Income
03/03/2025,Cash Withdrawal 03/01 10:52p #2969 Non Citi ATM PAI ISOOSWEGO,,-23,Citi Checking 5060,2025-03,ATM Withdrawal,Cash & ATM,Expense
03/03/2025,ACH Electronic Debit - Fanatics SptsBkViaTrustly,,-10,Citi Checking 5060,2025-03,Fanatics Sportsbook,Gambling,Expense
03/03/2025,DEBIT CARD TRANSFER CREDIT APPLE CASH INST XFER CUPERTINOCAUS06265,,9.75,Citi Checking 5060,2025-03,Apple Cash (Received),Income,Income
03/03/2025,Online  Xfer Transfer from SV x4317,,10,TD Bank 4317,2025-03,Internal Transfer,Transfers,Income
03/03/2025,Online  Xfer Transfer from SV x4317,,30,TD Bank 4317,2025-03,Internal Transfer,Transfers,Income
03/03/2025,TD ZELLE SENT 506000O0IC75 Zelle EJAAZ KEREM,,-100,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/03/2025,TD ZELLE SENT 506000N0D5Y3 Zelle EJAAZ KEREM,,-10,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/04/2025,ACH Electronic Credit TDBANK CK WEBXFR P2PNATANEM ABEBE,,15,Citi Checking 5060,2025-03,Internal Transfer,Transfers,Income
03/04/2025,ACH Electronic Credit TDBANK CK WEBXFR P2PNATANEM ABEBE,,100,Citi Checking 5060,2025-03,Internal Transfer,Transfers,Income
03/05/2025,Fee for Non-Citibank ATM use,,-2.5,Citi Checking 5060,2025-03,ATM Fee,Bank Fees,Expense
03/07/2025,Mobile Purchase Sign Based 03/05 10:56p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-20,Citi Checking 5060,2025-03,Apple Cash (Sent),Transfers,Expense
03/07/2025,Zelle Credit PAY ID:BACvsc7esfoq ORG ID:BAC NAME:EDEN ABEBE,,50,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/10/2025,Mobile Purchase Sign Based 03/06 02:28a #2969 D8212 APPLE.COM/BILL 866-712-7753CA 25,,-2.99,Citi Checking 5060,2025-03,Apple Subscriptions,Subscriptions,Expense
03/10/2025,Zelle Credit PAY ID:BACqsvmubl83 ORG ID:BAC NAME:EJAAZ KEREM,,60,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/10/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-03,Transfer to Savings,Transfers,Expense
03/10/2025,TD ZELLE RECEIVED 506700K0DVJV Zelle BIRHANU GEBIREMES,,200,TD Bank 4317,2025-03,Zelle (Received),Income,Income
03/12/2025,Zelle Credit PAY ID:BAClxgbej0kl ORG ID:BAC NAME:AMSALE BELET,,50,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/13/2025,Online  Xfer Transfer from SV x4317,,25,TD Bank 4317,2025-03,Internal Transfer,Transfers,Income
03/13/2025,TD ZELLE SENT 507200J02FWV Zelle NATANEM ABEBE,,-50,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/13/2025,TD ZELLE SENT 507200J02GQI Zelle EJAAZ KEREM,,-40,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/13/2025,TD ZELLE SENT 507200G051L5 Zelle MIN MAW,,-50,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/14/2025,ACH Electronic Debit - DISCOVER PAYMENTS,,-85,Citi Checking 5060,2025-03,Discover (Payment),Debt Payments,Expense
03/14/2025,Zelle Credit PAY ID:TDP01ZG3JATM ORG ID:TDP NAME:NATANEM ABEB,,50,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/18/2025,Mobile Purchase Sign Based 03/15 10:04p #2969 D8212 APPLE.COM/BILL 866-712-7753CA 25,,-21.59,Citi Checking 5060,2025-03,Apple Subscriptions,Subscriptions,Expense
03/18/2025,Mobile Purchase Sign Based 03/14 04:27p #2969 PP*P34EE3FD9A4029357733NY 25074,,-6.35,Citi Checking 5060,2025-03,Mobile Purchase Sign Based 03/14 04:27P ,Other,Expense
03/20/2025,Online  Xfer Transfer from SV x4317,,33,TD Bank 4317,2025-03,Internal Transfer,Transfers,Income
03/20/2025,TD ZELLE RECEIVED 507900I0JLE7 Zelle BIRHANU GEBIREMES,,520,TD Bank 4317,2025-03,Zelle (Received),Income,Income
03/20/2025,TD ZELLE SENT 507900P0GSAY Zelle EJAAZ KEREM,,-72,TD Bank 4317,2025-03,Zelle (Sent),Transfers,Expense
03/20/2025,Zelle Credit PAY ID:BACphs9qi1gn ORG ID:BAC NAME:EJAAZ KEREM,,71,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/24/2025,Zelle Credit PAY ID:BACk4npaznf2 ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/24/2025,Zelle Debit PAY ID:CTIznWwivdwx ORG ID:CTI NAME:DONAE MILLER,,-40,Citi Checking 5060,2025-03,Zelle (Sent),Transfers,Expense
03/24/2025,Zelle Debit PAY ID:CTIF76tVlgF6 ORG ID:CTI NAME:DONAE MILLER,,-5,Citi Checking 5060,2025-03,Zelle (Sent),Transfers,Expense
03/24/2025,Mobile Purchase Sign Based 03/20 04:53p #2969 D8212 BESTBUY.COMRICHFIELD MN 25,,-317.99,Citi Checking 5060,2025-03,Mobile Purchase Sign Based 03/20 04:53P ,Other,Expense
03/24/2025,DISCOVER E-PAYMENT,,-239,TD Bank 4317,2025-03,Discover (Payment),Debt Payments,Expense
03/24/2025,BANK OF AMERICA ONLINE PMT,,-100,TD Bank 4317,2025-03,Bank of America (Payment),Debt Payments,Expense
03/25/2025,Zelle Credit PAY ID:BACmg4nser8o ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-03,Zelle (Received),Income,Income
03/25/2025,Mobile Purchase Sign Based 03/23 09:40p #2969 D8212 CHIPOTLE 1904LIVERPOOL NY 25,,-10.96,Citi Checking 5060,2025-03,Chipotle,Food & Dining,Expense
03/25/2025,Mobile Purchase Sign Based 03/23 10:40p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-10.46,Citi Checking 5060,2025-03,Apple Cash (Sent),Transfers,Expense
03/26/2025,Mobile Purchase Sign Based 03/24 09:18p #2969 D8212 CTLP*AMERICAN FOOD LIVERPOOL AR 25,,-3.45,Citi Checking 5060,2025-03,Vending Machine,Groceries,Expense
03/26/2025,Mobile Purchase Sign Based 03/24 08:12a #2969 D6763 Peacock FADC7 PremiumNew YorkNY 25,,-2.11,Citi Checking 5060,2025-03,Mobile Purchase Sign Based 03/24 08:12A ,Other,Expense
03/27/2025,Mobile Purchase Sign Based 03/25 01:29a #2969 AMAZON MARK* TY3MW5XY3 SEATTLE WA 25085,,-17.59,Citi Checking 5060,2025-03,Amazon,Shopping,Expense
03/28/2025,Mobile Purchase Sign Based 03/26 04:41p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-24,Citi Checking 5060,2025-03,Apple Cash (Sent),Transfers,Expense
03/31/2025,TD ZELLE RECEIVED 509000P0JVOG Zelle BIRHANU GEBIREMES,,200,TD Bank 4317,2025-03,Zelle (Received),Income,Income
04/01/2025,Zelle Credit PAY ID:JPM99b3dqy43 ORG ID:JPM NAME:MIN PHONE MA,,10,Citi Checking 5060,2025-04,Zelle (Received),Income,Income
04/01/2025,TD ZELLE SENT 509100I04K42 Zelle ALAZAR ASCHALEW,,-20,TD Bank 4317,2025-04,Zelle (Sent),Transfers,Expense
04/01/2025,Mobile Purchase Sign Based 03/29 04:16p #2969 D8212 POPEYES 13945OSWEGONY 25,,-16.73,Citi Checking 5060,2025-04,Popeyes,Food & Dining,Expense
04/02/2025,CITIBK CK WEBXFR TRANSFER,,-10,TD Bank 4317,2025-04,Internal Transfer,Transfers,Expense
04/03/2025,Mobile Purchase Sign Based 04/01 12:07p #2969 D8212 APPLE CASH SENT MONEY877-233-8552CA 25,,-3,Citi Checking 5060,2025-04,Apple Cash (Sent),Transfers,Expense
04/03/2025,Debit Card Purchase 04/01 01:41p #2969 VENMO *AUSTIN TOMPKIN8558124430NY 25092,,-105,Citi Checking 5060,2025-04,Venmo,Transfers,Expense
04/04/2025,ACH Electronic Credit TDBANK CK WEBXFR P2PNATANEM ABEBE,,10,Citi Checking 5060,2025-04,Internal Transfer,Transfers,Income
04/07/2025,TD ZELLE SENT 509400L081LO Zelle MARQUIS O'NEAL,,-20,TD Bank 4317,2025-04,Zelle (Sent),Transfers,Expense
04/07/2025,TD ZELLE SENT 509500N09KDH Zelle EJAAZ KEREM,,-50,TD Bank 4317,2025-04,Zelle (Sent),Transfers,Expense
04/07/2025,DDA TR NSFR TRANSFER TO SAVINGS ACCT     x4317,,-50,TD Bank 4317,2025-04,Transfer to Savings,Transfers,Expense
04/07/2025,Zelle Credit PAY ID:BACp5o0z1sri ORG ID:BAC NAME:EJAAZ KEREM,,50,Citi Checking 5060,2025-04,Zelle (Received),Income,Income
04/08/2025,Mobile Purchase Sign Based 04/06 02:28a #2969 D8212 APPLE.COM/BILL 866-712-7753CA 25,,-2.99,Citi Checking 5060,2025-04,Apple Subscriptions,Subscriptions,Expense
04/08/2025,Mobile Purchase Sign Based 04/06 02:46p #2969 D8212 CHIPOTLE 1904LIVERPOOL NY 25,,-10.42,Citi Checking 5060,2025-04,Chipotle,Food & Dining,Expense
04/08/2025,Mobile Purchase Sign Based 04/05 07:06p #2969 D8212 T J MAXX #1274 OSWEGONY 25,,-6.79,Citi Checking 5060,2025-04,T.J. Maxx,Shopping,Expense
04/11/2025,Mobile Purchase Sign Based 04/09 01:45a #2969 D8212 TACO BELL #034826OSWEGONY 25,,-12.93,Citi Checking 5060,2025-04,Taco Bell,Food & Dining,Expense
04/14/2025,Zelle Credit PAY ID:BACri4cjohrw ORG ID:BAC NAME:AMSALE BELET,,100,Citi Checking 5060,2025-04,Zelle (Received),Income,Income
04/14/2025,CREDIT NON-TD BALANCE INQUIRY FEE REFUND,,3,TD Bank 4317,2025-04,ATM Fee,Bank Fees,Income
04/14/2025,TD ZELLE RECEIVED 510200K0BIMJ Zelle BIRHANU GEBIREMES,,200,TD Bank 4317,2025-04,Zelle (Received),Income,Income
04/15/2025,Mobile Purchase Sign Based 04/12 03:46p #2969 D8212 CHIPOTLE 1904LIVERPOOL NY 25,,-22.14,Citi Checking 5060,2025-04,Chipotle,Food & Dining,Expense
04/15/2025,Mobile Purchase Sign Based 04/13 07:06a #2969 D8212 MCDONALD'S F22200OSWEGONY 25,,-1.72,Citi Checking 5060,2025-04,McDonald's,Food & Dining,Expense
04/15/2025,Debit Card Purchase 04/11 08:47p #2969 VENMO *JOHN BOLDS8558124430NY 25102,,-15,Citi Checking 5060,2025-04,Venmo,Transfers,Expense
04/15/2025,Mobile Purchase Sign Based 04/13 08:14p #2969 D8212 APPLE CASH SENT MONEYCUPERTINO CA 25,,-20,Citi Checking 5060,2025-04,Apple Cash (Sent),Transfers,Expense
04/15/2025,Debit Card Purchase 04/11 10:17p #2969 VENMO *EMMANUEL MOSCO8558124430NY 25102,,-20,Citi Checking 5060,2025-04,Venmo,Transfers,Expense
04/15/2025,BANK OF AMERICA ONLINE PMT,,-60,TD Bank 4317,2025-04,Bank of America (Payment),Debt Payments,Expense
04/15/2025,Mobile Purchase Sign Based 04/13 07:30a #2969 D8212 BAYSIDE GROCERYFAIR HAVENNY 25,,-30,Citi Checking 5060,2025-04,Bayside Grocery,Groceries,Expense
04/16/2025,BYRNE DAIRY 10 OSWEGO NY,OSWEGO        NY,-10.79,Card ending 3928,2025-04,Byrne Dairy,Food & Dining,Expense
04/16/2025,Zelle Credit PAY ID:BACjivsg5clq ORG ID:BAC NAME:EJAAZ KEREM,,100,Citi Checking 5060,2025-04,Zelle (Received),Income,Income
04/16/2025,Mobile Purchase Sign Based 04/14 04:27p #2969 PP*P35DB814144029357733NY 25105,,-6.35,Citi Checking 5060,2025-04,Mobile Purchase Sign Based 04/14 04:27P ,Other,Expense
04/16/2025,BYRNE DAIRY 10 OSWEGO NY,OSWEGO        NY,-7.33,Card ending 3928,2025-04,Byrne Dairy,Food & Dining,Expense
